domain,registration_date,last_updated,expiration_date,registrar_name,registrar_email,registrar_url
dumai.skkk.id,2020-10-07 07:00:04+00:00,2024-09-28 02:47:54+00:00,2025-10-07 23:59:59+00:00,PT Core Mediatech,,
somosvelasquinos.cl,,,,NIC Chile,,
prestigedent.ro,2017-04-04 00:00:00+00:00,,2027-03-14 00:00:00+00:00,ICI - Registrar,,
access-shelter.org,2001-08-21 17:10:30+00:00,2024-07-26 07:42:55+00:00,2025-08-21 17:10:30+00:00,"DreamHost, LLC",domain-abuse@dreamhost.com,https://dreamhost.com
cafes-salzillo.es,,,,,,
cap.org,1994-02-21 05:00:00+00:00,2025-02-23 06:14:31+00:00,2026-02-22 05:00:00+00:00,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com
email.ch,,,,,,
pulsmo.co.jp,,,,,,
gebr-kaltenbach.de,,2018-11-23 17:50:10+01:00,,,,
vaneeckhoudt.be,2000-03-31 00:00:00+00:00,,,,,
premiercoastal.co,2022-12-06 19:35:11+00:00,2024-07-27 21:00:02+00:00,2027-12-06 19:35:11+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
nccourts.org,2001-10-26 19:28:33+00:00,2024-01-23 22:32:05+00:00,2031-10-26 19:28:33+00:00,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com
tanner.cl,,,,NIC Chile,,
recruitmentteam.co,2023-07-02 13:27:24+00:00,2024-08-05 01:42:14+00:00,2025-07-02 13:27:24+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
email.gorgias.com,2002-11-04 07:03:55+00:00,2024-04-23 12:03:46.009961+00:00,2029-11-04 06:03:55+00:00,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com
cbhcfl.org,2006-10-26 19:07:28+00:00,2024-09-01 07:52:55+00:00,2025-10-26 19:07:28+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
kaercher-galabau.de,,2021-12-31 20:38:38+01:00,,,,
intertrans.co.za,2004-01-28 16:15:52+00:00,2025-01-28 16:30:05+00:00,2026-01-28 16:15:52+00:00,xneelo (Pty) Ltd,support@xneelo.com,https://xneelo.com
ekhs.org,2009-10-20 00:17:19+00:00,2024-09-25 04:01:18+00:00,2025-10-20 00:17:19+00:00,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com
pennwest.edu,2021-10-22 00:00:00+00:00,,2025-10-22 00:00:00+00:00,,,
istitutopavoni.it,2001-11-30 00:00:00+00:00,2024-12-24 00:48:02+00:00,2025-12-08 00:00:00+00:00,Aruba s.p.a.,,
jhhp.org,2023-01-19 16:45:03+00:00,2025-02-02 00:41:11+00:00,2027-01-19 16:45:03+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
vanottele.nl,2003-12-22 00:00:00+00:00,2022-02-24 00:00:00+00:00,,Internationale Domeinregistratie Nederland,,
matc.net,1997-11-26 05:00:00+00:00,2022-09-09 04:31:55+00:00,2025-11-25 05:00:00+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
arr.net,2000-02-08 23:06:34+00:00,2023-04-13 03:31:19+00:00,2026-02-08 23:06:34+00:00,GoDaddy Online Services Cayman Islands Ltd.,abuse@uniregistry.com,https://uniregistry.com
students.rhac.nsw.edu.au,,2025-01-31 00:00:28+00:00,,Education Services Australia Limited,,
redlinerestorations.net,2009-07-29 19:03:27+00:00,2023-10-21 05:23:18+00:00,2025-07-29 19:03:27+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
otb.vc,2017-10-09 11:03:10+00:00,2024-11-23 11:04:06+00:00,2025-10-09 11:03:10+00:00,OVH SAS,abuse@ovh.net,https://ovh.net
dm-eichenauer.de,,2025-01-09 15:33:36+01:00,,,,
grupoandina.com.pe,,,,NIC.PE,,
evr.ee,,,2025-12-24 00:00:00+00:00,Zone Media OÜ,,
icd.co.kr,2002-09-03 00:00:00+00:00,2024-05-16 00:00:00+00:00,2029-09-03 00:00:00+00:00,ITEASY inc(http://www.iteasy.co.kr),,
acpfs.att.com,1986-04-25 05:00:00+00:00,2024-04-22 05:15:47+00:00,2025-04-26 04:00:00+00:00,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com
sjk.edu.ee,,,,,,
overwatchhealth.co,2021-04-30 18:24:33+00:00,2024-07-14 21:42:13+00:00,2025-04-30 18:24:33+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
bvbprojects.nl,2019-10-04 00:00:00+00:00,2022-10-07 00:00:00+00:00,,team.blue nl B.V.,,
wagner-rainer.de,,2018-09-10 15:28:31+02:00,,,,
servo.com.sg,1997-06-10 16:00:00+00:00,2024-03-22 17:40:19+00:00,2025-06-10 16:00:00+00:00,Dreamscape Networks International Pte Ltd,,
euskontsultoria.eus,2015-12-02 22:36:47.404000+00:00,2024-12-19 10:22:24.518000+00:00,2025-12-02 22:36:47.404000+00:00,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net
associatedortho.org,2007-02-06 17:10:15+00:00,2025-02-15 13:48:44+00:00,2030-02-06 17:10:15+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
flhelps.org,2013-08-13 12:00:24+00:00,2024-09-27 12:00:52+00:00,2025-08-13 12:00:24+00:00,IONOS SE,abuse@ionos.com,https://ionos.com
blackolive.de,,2018-08-09 18:01:56+02:00,,,,
boscolo.net,1999-07-26 07:37:52+00:00,2024-06-21 22:34:14+00:00,2025-07-26 07:37:51+00:00,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com
beleaf.co.id,2019-01-02 07:59:12+00:00,2024-12-15 03:12:57+00:00,2026-01-02 23:59:59+00:00,PT Digital Registra Indonesia,,
wsn.us.com,,,,,,
rtci.nl,2016-01-29 00:00:00+00:00,2023-11-10 00:00:00+00:00,,Metaregistrar B.V.,,
aaft.edu.in,2015-03-31 08:38:39+00:00,2015-05-30 19:20:25+00:00,2025-03-31 08:38:39+00:00,ERNET India,,
students.delsearegional.us,2006-05-10 22:03:34+00:00,2024-04-10 01:24:15+00:00,2025-05-09 23:59:59+00:00,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net
brayauds.fr,2015-07-10 12:17:46+00:00,2024-08-31 22:07:54.052604+00:00,2025-07-10 12:17:46+00:00,OVH,support@ovh.net,https://ovh.net
jlab.org,1996-06-22 04:00:00+00:00,2024-08-05 04:00:23+00:00,2025-06-21 04:00:00+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
thekingshospital.ie,2014-10-02 23:00:00+00:00,,2026-10-03 12:03:17+00:00,Register 365,,
vronding.dk,2000-12-14 00:00:00+00:00,,2025-12-31 00:00:00+00:00,ONE.COM A/S,,
fortisgroup.co.za,2010-04-16 13:30:07+00:00,2024-04-15 06:04:22+00:00,2025-04-16 13:30:07+00:00,DIAMATRIX C.C.,abuse@domains.co.za,https://domains.co.za
smartconcepts.co,2014-06-03 23:43:18+00:00,2024-06-18 05:05:14+00:00,2025-06-02 23:59:59+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
geboersmachines.be,2008-12-15 00:00:00+00:00,,,,,
apolloevo.net,2021-05-24 21:17:27+00:00,2024-05-25 18:47:45+00:00,2025-05-24 21:17:27+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
tg.edu.ee,,,,,,
d.umn.edu,1987-01-21 00:00:00+00:00,,2025-07-31 00:00:00+00:00,,,
dealerbids.io,2023-02-28 21:39:24+00:00,2025-02-19 01:04:21+00:00,2026-02-28 21:39:24+00:00,Key-Systems GmbH,,
dollargeneral.co,2020-12-06 17:00:27+00:00,2024-11-05 23:24:06+00:00,2025-12-06 17:00:27+00:00,Dynadot Inc,abuse@dynadot.com,https://dynadot.com
gmaip.co,2024-11-26 09:49:21+00:00,2024-12-01 09:49:21+00:00,2025-11-26 09:49:21+00:00,Dynadot Inc,abuse@dynadot.com,https://dynadot.com
posteo.ca,2016-01-03 11:14:34+00:00,2025-01-03 00:23:51+00:00,2026-01-03 11:14:34+00:00,CENTRALNIC CANADA INC,abuse@key-systems.net,https://key-systems.net
dplp.de,,2023-03-06 07:52:47+01:00,,,,
kleinmann-consulting.de,,2018-07-05 18:50:18+02:00,,,,
zetataualpha.org,1997-08-07 04:00:00+00:00,2024-09-20 04:00:14+00:00,2025-08-06 04:00:00+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
cortexanalytica.es,,,,,,
blkonline.net,2004-06-09 05:52:05+00:00,2024-06-10 07:03:53+00:00,2025-06-09 05:52:05+00:00,IONOS SE,abuse@ionos.com,https://ionos.com
wolkvolk.cloud,2020-05-16 02:38:18.463000+00:00,2024-04-21 08:56:04.813000+00:00,2025-05-16 02:38:18.463000+00:00,NAMECHEAP INC,support@namecheap.com,https://namecheap.com
harol.be,1997-01-29 00:00:00+00:00,,,,,
terden.org,2021-12-06 13:51:48+00:00,2024-11-26 12:50:10+00:00,2025-12-06 13:51:48+00:00,NetEarth One Inc. d/b/a NetEarth,a-b-u-s-e.whois.field@netearthone.com,https://netearthone.com
nomadmykonos.gr,,,,,,
arcticsoft.lt,2025-02-06 00:00:00+00:00,,2026-02-07 00:00:00+00:00,,,
tritaniumstore.fi,2013-10-30 00:00:00+00:00,2024-10-24 00:00:00+00:00,2025-10-30 00:00:00+00:00,Planeetta Internet Oy,,
fordbridge.info,2023-07-05 14:35:31+00:00,2024-08-19 14:35:37+00:00,2025-07-05 14:35:31+00:00,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com
lead-tech.cn,,,,,,
undiksha.ac.id,2006-10-17 13:27:03+00:00,2024-11-19 06:43:54+00:00,2029-10-01 23:59:59+00:00,PT Jetcoms Netindo,,
pointec.net,2002-06-06 07:58:47+00:00,2020-04-07 06:53:45+00:00,2025-06-06 07:58:47+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
super02.me,2018-08-11 13:55:37+00:00,2024-07-17 04:02:54+00:00,2025-08-11 13:55:37+00:00,"Cloudflare, Inc",,
tofler.in,2013-11-19 13:26:25+00:00,2023-10-25 12:16:16+00:00,2028-11-19 13:26:25+00:00,"GoDaddy.com, LLC",,
lesapsyades.fr,2009-01-15 14:10:36+00:00,2024-10-31 23:12:35.583693+00:00,2025-09-11 22:09:44+00:00,OVH,support@ovh.net,https://ovh.net
energylink.be,2023-10-24 00:00:00+00:00,,,,,
osr.ch,,,,,,
venustradelinks.co.uk,2007-02-08 00:00:00+00:00,2024-12-11 00:00:00+00:00,2027-02-08 00:00:00+00:00,Easily Limited t/a easily.co.uk [Tag = WEBCONSULTANCY],,
cornercard.ch,,,,,,
avironvalentinois.fr,2014-12-11 07:16:38+00:00,2025-01-31 23:09:31.021971+00:00,2025-12-11 07:16:38+00:00,OVH,support@ovh.net,https://ovh.net
apizaco.tecnm.mx,2014-09-10 00:00:00+00:00,2019-09-09 00:00:00+00:00,2028-09-10 00:00:00+00:00,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,
mcges.gov.jm,,,,,,
dead.center,2018-02-17 21:48:18+00:00,2025-02-14 19:03:11+00:00,2027-02-17 21:48:18+00:00,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com
hope-health.org,2003-10-25 03:09:25+00:00,2024-12-09 03:09:35+00:00,2026-10-25 03:09:25+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
banning.k12.ca.us,2009-12-29 17:32:15+00:00,2025-02-12 00:00:05+00:00,2025-12-28 23:59:59+00:00,US Locality,,
topnotchbhs.org,2017-05-21 02:30:01+00:00,2024-06-21 08:59:09+00:00,2025-05-21 02:30:01+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
student.beykent.edu.tr,2000-03-22 00:00:00+00:00,,2025-03-21 00:00:00+00:00,,,
cancerfonden.se,1996-04-24 00:00:00+00:00,2024-12-02 00:00:00+00:00,2025-12-31 00:00:00+00:00,Loopia AB,,
nubicom.co.kr,2003-08-27 00:00:00+00:00,2013-12-28 00:00:00+00:00,2027-08-27 00:00:00+00:00,Whois Corp.(http://whois.co.kr),,
ellisonmedia.ca,2022-02-04 19:49:54+00:00,2025-02-04 04:35:52+00:00,2026-02-04 19:49:54+00:00,Tucows.com Co.,compliance@tucows.com,https://tucows.com
tricounty.biz,2014-07-27 01:22:13+00:00,2024-09-10 00:00:03+00:00,2025-07-26 23:59:59+00:00,IONOS SE,abuse@ionos.com,https://ionos.com
polyglotte.io,2020-08-18 19:15:44+00:00,2024-08-08 22:36:53+00:00,2025-08-18 19:15:44+00:00,Key-Systems GmbH,,
rivierare.net,2024-10-08 08:09:26+00:00,2024-10-25 13:06:03.048404+00:00,2025-10-08 08:09:26+00:00,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com
specialad.be,2009-01-15 00:00:00+00:00,,,,,
haleyville.net,2007-06-05 18:08:31+00:00,2024-12-04 17:00:56+00:00,2025-06-05 18:08:31+00:00,"Naugus Limited, LLC",russ@naugus.com,https://naugus.com
tsumicat.net,2014-11-17 02:22:12+00:00,2024-10-18 08:09:30.990000+00:00,2025-11-17 02:22:12+00:00,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
auto-kist.de,,2024-02-20 14:23:29+01:00,,,,
centralbi.com.br,2024-06-13 00:00:00+00:00,2024-06-15 00:00:00+00:00,2026-06-13 00:00:00+00:00,,,
tactileindicatorsperth.com.au,,2025-01-21 05:35:18+00:00,,Web Address Registration Pty Ltd,,
headline.co.uk,1996-08-01 00:00:00+00:00,2025-01-23 00:00:00+00:00,2026-01-27 00:00:00+00:00,"CSC Corporate Domains, Inc [Tag = CSC-CORP-DOMAINS]",,
cornerstonehv.com.au,,2024-06-01 09:23:49+00:00,,Synergy Wholesale Accreditations Pty Ltd,,
crazecodelab.co.uk,2024-10-17 00:00:00+00:00,2024-10-17 00:00:00+00:00,2025-10-17 00:00:00+00:00,Realtime Register BV [Tag = YOURSRS-NL],,
itculiacan.edu.mx,2000-10-31 00:00:00+00:00,2024-10-31 00:00:00+00:00,2025-10-30 00:00:00+00:00,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,
my.betta.com.au,,2025-01-29 06:20:30+00:00,,Domain Directors Pty Ltd trading as Instra,,
koston.org,2001-01-11 08:20:35+00:00,2024-07-23 01:08:16+00:00,2034-01-11 08:20:35+00:00,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com
ffweg.nl,2002-02-28 00:00:00+00:00,2020-04-24 00:00:00+00:00,,WebReus,,
ciasmelloisenpoitou.fr,2021-07-01 08:25:40+00:00,2024-08-31 22:11:08.528434+00:00,2025-07-01 08:25:40+00:00,OVH,support@ovh.net,https://ovh.net
actecom.net,2011-03-30 17:28:44+00:00,2024-03-31 07:28:03+00:00,2025-03-30 17:28:44+00:00,IONOS SE,abuse@ionos.com,https://ionos.com
varrette.net,2014-10-22 00:54:31+00:00,2024-10-22 11:31:21+00:00,2025-10-22 00:54:31+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
vhptu5.ukr.education,2020-04-27 06:17:07+00:00,2024-04-06 13:48:49+00:00,2025-04-27 06:17:07+00:00,Hosting Concepts B.V. d/b/a Registrar.eu,abuse@registrar.eu,https://registrar.eu
miriv.nl,2024-11-01 00:00:00+00:00,,,"NAMECHEAP, INC.",,
upvm.edu.mx,2005-01-18 00:00:00+00:00,2025-01-18 00:00:00+00:00,2026-01-17 00:00:00+00:00,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,
allenwood.com.au,,2024-05-10 00:37:07+00:00,,Domain Directors Pty Ltd trading as Instra,,
pcswtn.org,2006-08-30 15:45:09+00:00,2024-08-20 07:32:54+00:00,2025-08-30 15:45:09+00:00,FastDomain Inc.,legal@fastdomain.com,https://fastdomain.com
mocorp.net,1999-06-11 20:09:41+00:00,2024-04-12 07:08:58+00:00,2025-06-11 20:10:19+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
spegelmail.de,,2018-11-01 20:00:23+01:00,,,,
rickdavis.com.au,,2024-09-23 04:34:34+00:00,,Synergy Wholesale Accreditations Pty Ltd,,
nutrisci.wisc.edu,1985-09-30 00:00:00+00:00,,2027-07-31 00:00:00+00:00,,,
estec.net,1998-02-25 05:00:00+00:00,2025-02-25 18:30:06+00:00,2026-03-06 23:00:00+00:00,InterNetX GmbH,domain-abuse@internetx.com,https://internetx.com
dataaxis.co,2021-01-31 20:18:04+00:00,2025-01-22 00:26:26+00:00,2026-01-31 20:18:04+00:00,Tucows Domains Inc.,compliance@tucows.com,https://tucows.com
woodlandtrust.org.uk,1998-01-15 00:00:00+00:00,2025-01-16 00:00:00+00:00,2026-01-15 00:00:00+00:00,"GoDaddy.com, LLC. [Tag = GODADDY]",,
gaiahotel.cr,2024-07-10 07:41:19+00:00,2024-07-10 09:07:53+00:00,2025-07-10 00:00:00+00:00,MARCARIA,,
fostershome.org,1997-09-30 04:00:00+00:00,2024-11-13 04:00:20+00:00,2025-09-29 04:00:00+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
mail.cfcc.edu,2002-01-15 00:00:00+00:00,,2025-07-31 00:00:00+00:00,,,
dailly.org,1999-12-09 16:55:23.840000+00:00,2024-06-29 16:10:22+00:00,2029-12-09 16:55:23+00:00,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
stoneyphilbin.co.uk,2017-08-25 00:00:00+00:00,2024-08-24 00:00:00+00:00,2025-08-25 00:00:00+00:00,Ionos SE [Tag = 1AND1],,
swivelmortgage.ca,2023-02-28 14:51:08+00:00,2024-07-29 13:40:47+00:00,2027-02-28 14:51:08+00:00,Tucows.com Co.,compliance@tucows.com,https://tucows.com
darrenstyles.co.uk,2002-10-29 00:00:00+00:00,2024-09-01 00:00:00+00:00,2027-10-29 00:00:00+00:00,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
systemmultifood.com.tr,2003-09-29 00:00:00+00:00,,2025-09-28 00:00:00+00:00,,,
rgreg.no,2011-01-11 00:00:00+00:00,2025-01-11 00:00:00+00:00,,,,
theoceann.ai,2023-12-07 11:38:03+00:00,,,1API GmbH,abuse@1api.net,https://1api.net
lacanine.co,2025-01-23 17:54:34.980000+00:00,2025-02-20 22:36:39+00:00,2026-01-23 17:54:34.980000+00:00,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
cksolution.co.kr,2004-02-26 00:00:00+00:00,2021-03-16 00:00:00+00:00,2027-02-26 00:00:00+00:00,Whois Corp.(http://whois.co.kr),,
humandimensions.co.uk,2008-10-04 00:00:00+00:00,2024-10-08 00:00:00+00:00,2025-10-04 00:00:00+00:00,NetBop Technologies Ltd [Tag = NETBOP],,
preventsenior.com.br,2001-08-28 00:00:00+00:00,2020-10-22 00:00:00+00:00,2027-09-06 00:00:00+00:00,,,
zagalproyectos.es,,,,,,
lavatu.cl,,,,NIC Chile,,
alsase.es,,,,,,
ws-motors.de,,2017-09-28 11:13:04+02:00,,,,
redflagai.co,2018-04-19 16:28:28+00:00,2024-06-15 03:30:10+00:00,2025-04-19 16:28:28+00:00,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net
nnts.no,2003-09-29 00:00:00+00:00,2024-09-02 00:00:00+00:00,,,,
jfsla.org,1998-02-06 05:00:00+00:00,2025-01-11 23:31:50+00:00,2026-02-05 05:00:00+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
my.canisius.edu,1991-12-05 00:00:00+00:00,,2025-07-31 00:00:00+00:00,,,
deepthinkers.chat,2025-01-31 23:45:37+00:00,2025-02-05 23:46:27+00:00,2026-01-31 23:45:37+00:00,"Name.com, Inc.",abuse@name.com,https://name.com
tdk.hu,,,,,,
mankenberg.de,,2021-02-11 15:06:12+01:00,,,,
zs-bronzova.cz,2002-10-31 12:31:00+00:00,2024-12-11 13:58:36+00:00,2026-10-31 00:00:00+00:00,REG-INTERNET-CZ,,
scing.com.pe,,,,NIC.PE,,
semetric.de,,2021-05-01 18:22:59+02:00,,,,
mail.ro,2018-08-30 00:00:00+00:00,,2025-08-28 00:00:00+00:00,EXTREME SOLUTIONS SRL,,
uhd.edu,2000-07-17 00:00:00+00:00,,2026-07-31 00:00:00+00:00,,,
cecyteh.edu.mx,2001-08-29 00:00:00+00:00,2024-08-29 00:00:00+00:00,2025-08-28 00:00:00+00:00,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,
quietrevolution.org,2001-10-10 19:33:08+00:00,2023-11-24 19:33:50+00:00,2025-10-10 19:33:08+00:00,easyDNS Technologies Inc.,abuse@easydns.com,https://easydns.com
alliancepharma.co.uk,1998-06-09 00:00:00+00:00,2024-05-26 00:00:00+00:00,2025-06-09 00:00:00+00:00,Key-Systems GmbH [Tag = KEY-SYSTEMS-DE],,
attaconsultores.com.br,2014-10-14 00:00:00+00:00,2023-09-19 00:00:00+00:00,2025-09-22 00:00:00+00:00,,,
ocsri.org,2015-11-11 14:36:55+00:00,2024-07-11 20:48:34+00:00,2025-11-11 14:36:55+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
lpslabels.net,2004-06-10 20:02:26+00:00,2022-09-02 17:19:29+00:00,2025-06-10 20:02:26+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
vaktmester-kenneth.no,2024-02-06 00:00:00+00:00,2025-02-06 00:00:00+00:00,,,,
ex.lv,,2025-03-12 18:12:30.665793+00:00,,,,
blackgurl.tech,2016-12-31 05:27:21+00:00,2024-12-06 16:16:10+00:00,2025-12-31 23:59:59+00:00,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
myucn.ca,2009-06-25 16:34:52+00:00,2024-04-27 19:36:33+00:00,2028-06-25 04:00:00+00:00,Rebel.ca Corp.,abuse@rebel.com,https://rebel.com
jrflyers.org,2012-01-12 19:33:19+00:00,2024-07-09 06:16:24+00:00,2026-01-12 19:33:19+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
ratansingh.co.za,2019-11-29 09:45:09+00:00,2025-01-31 12:11:27+00:00,2025-11-29 09:45:09+00:00,xneelo (Pty) Ltd,support@xneelo.com,https://xneelo.com
heb.co.nz,,,,,,
vioc.net,2002-10-24 19:27:52+00:00,2024-09-20 21:51:53+00:00,2025-10-24 19:27:52+00:00,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com
owninnovation.ca,2018-09-02 13:49:56+00:00,2024-09-03 11:07:48+00:00,2026-09-02 13:49:56+00:00,"Go Daddy Domains Canada, Inc",abuse@godaddy.com,https://godaddy.com
theindustry.ch,,,,,,
anchoredinhopecounseling.org,2018-09-16 16:31:51+00:00,2024-05-06 13:49:34+00:00,2025-09-16 16:31:51+00:00,"eNom, LLC",,
cptrd.com.au,,2024-12-24 17:39:15+00:00,,Web Address Registration Pty Ltd,,
alu.ucm.cl,,,,,,
asmeco.es,,,,,,
hanlonrealty.ca,2008-10-02 15:28:59+00:00,2024-09-25 10:25:03+00:00,2025-10-02 04:00:00+00:00,(Domain.ca) 3950573 Canada Inc.,henk1@coolcom.com,https://coolcom.com
swindells.co.uk,1999-09-23 00:00:00+00:00,2023-08-24 00:00:00+00:00,2025-09-23 00:00:00+00:00,Easyspace Ltd [Tag = EASYSPACE],,
vaughan.harrow.sch.uk,,,,,,
bertrand.cpa,2020-11-05 23:53:46+00:00,2024-10-12 01:13:07+00:00,2025-11-05 23:53:46+00:00,"EnCirca, Inc.",debbie@encirca.com,https://encirca.com
wbdesigns.co.za,2015-10-13 04:57:04+00:00,2024-10-13 05:00:04+00:00,2025-10-13 04:57:04+00:00,Axxess DSL,hostingservers@adsl.co.za,https://adsl.co.za
modrococa.build,2024-12-11 02:07:58+00:00,2025-01-27 15:15:00+00:00,2025-12-11 23:59:59+00:00,"Go Daddy, LLC",abuse@godaddy.com,https://godaddy.com
montepinar.net,2005-06-06 14:32:08+00:00,2024-06-07 11:21:06+00:00,2025-06-06 14:32:08+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
tcusd.net,1999-12-08 20:37:51+00:00,2022-08-30 20:30:21+00:00,2027-12-08 20:37:51+00:00,"Register.com, Inc.",domain.operations@web.com,https://web.com
collegiate-va.org,1999-01-26 05:00:00+00:00,2024-01-03 14:44:12+00:00,2026-01-26 05:00:00+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
nocondevelopment.com.my,,,,,,
eggmoon.org,2017-01-05 01:14:26+00:00,2024-11-04 12:09:38+00:00,2026-01-05 01:14:26+00:00,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net
thewellbalancedcentre.co.uk,2021-05-20 00:00:00+00:00,2024-08-01 00:00:00+00:00,2025-05-20 00:00:00+00:00,"GoDaddy.com, LLC. [Tag = GODADDY]",,
chcnv.org,2021-08-05 22:15:17+00:00,2024-09-19 22:16:01+00:00,2025-08-05 22:15:17+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
mydefipet.live,2021-07-09 10:40:24+00:00,2024-06-17 10:43:03+00:00,2025-07-09 10:40:24+00:00,"HOSTINGER operations, UAB",abuse@hostinger.com,https://hostinger.com
sothebysrealty.ca,2004-10-19 21:44:45+00:00,2024-04-24 19:08:43+00:00,2025-10-19 04:00:00+00:00,"Gandi Services Inc., Gandi SAS",reg.ca-admin@gandi.net,https://gandi.net
lrn.me,2010-09-18 17:19:00+00:00,2025-01-19 14:34:15+00:00,2025-09-18 17:19:00+00:00,OVH SAS,,
tsc.fl.edu,2002-01-25 00:00:00+00:00,,2025-07-31 00:00:00+00:00,,,
newmummycompany.ca,2011-03-09 03:05:54+00:00,2024-02-28 17:10:35+00:00,2027-03-09 03:05:54+00:00,"Go Daddy Domains Canada, Inc",abuse@godaddy.com,https://godaddy.com
farlingaye.suffolk.sch.uk,,,,,,
al-najjar.ca,2018-08-15 16:26:16+00:00,2025-01-09 16:24:24+00:00,2025-08-15 16:26:16+00:00,8648255 CANADA LTD. O/A Dynadot LLC,regca@dynadot.com,https://dynadot.com
ontarioapartmentgroup.ca,2020-12-08 20:06:50+00:00,2025-01-24 09:37:47+00:00,2025-12-08 20:06:50+00:00,Namespro Solutions Inc.,abuse@namespro.ca,https://namespro.ca
colonnas.net,2008-04-30 23:54:44+00:00,2024-05-01 17:34:52+00:00,2026-04-30 23:54:44+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
frapp.ch,,,,,,
laanenigula.ee,,,2026-01-10 00:00:00+00:00,Telia Eesti AS,,
electrozen.hu,,,,,,
frontrow.uk.com,,,,,,
estuaria.es,,,,,,
hop.ocn.ne.jp,,,,,,
eschalot.com.au,,2025-01-24 00:00:17+00:00,,Melbourne IT,,
myonlinebusiness.ch,,,,,,
adelaideseomarketing.com.au,,2024-07-15 01:42:36+00:00,,Domain Directors Pty Ltd trading as Instra,,
ceipalmohada.es,,,,,,
sundeck.cl,,,,,,
zimmerlin.de,,2019-10-01 17:31:08+02:00,,,,
holstentor-gemeinschaftsschule.de,,2022-01-03 09:47:36+01:00,,,,
dsn.rohm.co.jp,,,,,,
vedametric.com.au,,2024-10-28 05:48:47+00:00,,GoDaddy.com LLC trading as GoDaddy.com,,
posteo.lu,,,,INWX GmbH,,
bmoch.de,,2018-01-15 12:41:08+01:00,,,,
convictus.ee,,,2026-01-06 00:00:00+00:00,Zone Media OÜ,,
ryobi-group.co.jp,,,,,,
nwc.com.jm,,,,,,
grownzbusiness.co.nz,,,,,,
industriallatina.com.ec,,,,,,
napoli.com.pe,,,,NIC.PE,,
