domain,registration_date,last_updated,expiration_date,registrar_name,registrar_email,registrar_url,best_site_name,scraping_status_code
pasaportpizza.com,2005-12-29,2025-01-09,2025-12-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
32bjfunds.com,2000-04-28,2024-04-28,2034-04-28,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
servantheart.com,1996-06-01,2024-06-19,2025-05-31,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,,200
shriramcity.in,2006-03-24,2024-12-29,2026-03-24,"GoDaddy.com, LLC",,,,Error
cesv.com.au,,2024-02-12,,Domain Directors Pty Ltd trading as Instra,,,,Error
eagleind.com,1995-12-14,2024-10-14,2029-12-13,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
empiretechnologies.com.au,,2024-01-23,,Domain Directors Pty Ltd trading as Instra,,,,200
techdoquest.com,2018-08-09,2024-08-10,2025-08-09,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
es.xerox.com,1986-01-09,2025-01-04,2026-01-08,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,,Error
schilo.com,1999-05-25,2024-06-17,2026-05-25,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,Error
rubioiors.com,2013-01-30,2025-01-25,2026-01-30,"Acens Technologies, S.L.U.",abuse@acens.net,https://acens.net,,Error
ibs.co.uk,1996-08-01,2022-03-22,2025-07-18,Team Blue Internet Services UK Limited [Tag = NAMESCO],,,,200
sportmanitoba.ca,2004-03-10,2024-02-19,2031-03-09,"Go Daddy Domains Canada, Inc",abuse@godaddy.com,https://godaddy.com,,200
sljdevelopmentcorp.com,2010-11-09,2024-11-11,2025-11-09,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
otbee.com,2008-05-31,2024-04-28,2025-04-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
inovapayroll.com,2010-04-26,2022-09-07,2025-04-26,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
sndusa.org,2006-08-10,2024-07-15,2025-08-10,"DreamHost, LLC",domain-abuse@dreamhost.com,https://dreamhost.com,,200
triplerusa.com,2023-03-20,2024-03-21,2025-03-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
risongtc.com,2014-08-18,2024-12-03,2025-08-18,Xin Net Technology Corporation,supervision@xinnet.com,https://xinnet.com,,Error
thetrifactory.com,2015-06-26,2024-11-21,2025-06-26,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
planestocks.com,2011-04-21,2022-09-09,2028-04-21,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
toynk.com,2001-12-08,2024-12-09,2025-12-08,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
gtbunning.co.uk,2000-08-23,2024-06-04,2025-08-23,Zen Internet Limited [Tag = ZENSYS],,,,200
woodhoodcapital.com,2025-01-30,2025-01-30,2028-01-30,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
vendiadvertising.com,2004-09-23,2021-09-23,2026-09-23,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,,200
podbean.com,2006-02-14,2023-11-20,2027-02-14,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
study-net.eu,,,,CSL GmbH Computer Service Langenbach   d/b/a  joker.com,,,,200
centralamericanoutfitters.com,2010-11-11,2024-11-04,2025-11-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
carveris.com,2000-09-13,2024-07-30,2029-09-13,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,Error
valsir.it,1998-01-13,2024-08-06,2025-07-21,Intred S.p.a.,,,,Error
fodmobilitygroup.com,2021-05-19,2025-02-18,2025-05-19,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,,200
bourbonorleans.com,1997-05-14,2024-05-15,2026-05-15,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
gphealth.org,2013-02-20,2025-02-26,2028-02-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
buzzbike.cc,2016-07-28,2024-07-29,2026-07-28,Mesh Digital Limited,abuse@domainbox.com,https://domainbox.com,,200
wenetwork.com,1998-06-05,2023-12-27,2028-06-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
leadsbridge.com,2015-07-09,2024-06-09,2025-07-09,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
inaesq.com,2015-05-19,2025-02-27,2025-05-19,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,Error
functionalbeauty.co,2021-02-21,2025-02-04,2026-02-21,"Name.com, Inc.",abuse@name.com,https://name.com,,200
gsh.com.co,2011-10-19,2023-10-15,2025-10-18,Mi.com.co,soporte@mi.com.co,https://mi.com.co,,200
athenagtx.com,2003-04-19,2024-06-03,2025-04-19,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,200
counselingandcare.com,2022-10-17,2024-10-17,2025-10-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
g3lasers.com,2004-07-08,2024-07-03,2026-07-08,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
lightingservicesinc.net,1999-08-26,2022-07-14,2025-08-26,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
lexuselcajon.com,2010-07-08,2024-07-04,2025-07-08,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,,Error
nbsin.com,1997-07-15,2023-05-15,2028-07-14,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
kc-rs.com,2019-05-10,2023-05-10,2025-05-10,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
truetemper.com,1997-09-23,2024-09-13,2025-09-22,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
denham.net,1998-06-11,2024-06-04,2025-06-10,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com,,200
kompresorsystem.pl,2008-03-07,2025-03-07,2026-03-07,home.pl S.A.,,,,Error
columbianaschools.org,2009-02-18,2024-06-14,2033-02-18,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
myduneland.org,2011-09-01,2024-06-25,2031-09-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
cawalker.net,1999-07-22,2023-05-23,2025-07-22,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
waremalcomb.com,2001-01-17,2024-01-16,2029-01-17,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
timotheuslinschoten.nl,2004-11-18,2023-07-31,,team.blue nl B.V.,,,,Error
asurety.net,2019-05-27,2022-10-27,2025-05-27,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
gatewayohstudents.org,2021-12-03,2025-01-17,2027-12-03,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
comfortserviceinc.com,2003-11-19,2020-08-06,2025-11-19,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
taylosmedia.com,2020-10-22,2024-10-23,2025-10-22,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
freelandhorticulture.co.uk,2002-08-19,2024-07-05,2026-08-19,Impreza Computer Services Limited [Tag = IMPREZACOMP],,,,Error
firelandsscientific.com,2018-06-27,2024-06-27,2025-06-27,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
groovestore.it,2014-06-18,2024-07-04,2025-06-18,Aruba s.p.a.,,,,200
denronph.com,2005-08-10,2023-08-11,2028-08-10,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
apricorn.com,1995-11-25,2016-07-01,2025-11-24,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,200
digiexam.com,2000-10-20,2024-10-21,2025-10-20,1API GmbH,abuse@1api.net,https://1api.net,,200
health-trans.net,2006-05-24,2022-05-28,2025-05-24,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
beachair.co.uk,2008-03-29,2024-03-28,2026-03-29,Ionos SE [Tag = 1AND1],,,,Error
dgs-ps.nl,2014-01-29,2024-06-15,,Registrar.eu,,,,200
legacyschool.com.br,2018-10-01,2025-02-22,2025-10-01,,,,,200
escuelasandrina.com,2002-12-17,2024-12-24,2026-12-17,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,Error
lowcostinterlock.com,2009-12-12,2025-01-29,2026-01-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
flagstaffschoolofmusic.com,2010-01-28,2025-01-21,2026-01-30,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
realethereal.com,2024-01-05,2025-01-16,2026-01-05,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
if.fi,2006-11-16,2024-11-07,2025-11-21,Abion AB,,,,200
ohsnapbox.com,2009-10-10,2024-10-11,2025-10-10,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
skineducationinternational.com,2016-08-05,2024-09-17,2026-08-05,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,200
airwaveonline.com,2005-06-10,2018-06-13,2028-06-10,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,,Error
longshorefinancial.com,2003-08-07,2024-08-10,2026-08-07,THE NAME IT CORPORATION DBA NAMESERVICES.NET,abuse@ait.com,https://ait.com,,200
eleconsult.com.au,,2021-12-05,,Web Address Registration Pty Ltd,,,,Error
califsheetmetal.com,1999-08-11,2020-08-14,2025-08-11,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
keiconcepts.info,2018-08-29,2025-02-06,2025-08-29,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,200
ryanlawoffices.com,2001-02-02,2022-12-03,2026-02-02,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
crawfordmerz.com,2013-08-08,2022-09-14,2025-08-08,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
sunlink.net,1995-10-18,2024-10-13,2025-10-17,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,,Error
dbpinc.com,2020-03-23,2024-03-30,2025-03-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
bogerhomes.com,2010-02-26,2023-11-16,2027-02-26,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
savoryfarms.co.uk,2022-09-14,2024-08-15,2026-09-14,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,,,Error
propertymgmt.org,2000-01-05,2024-01-13,2027-01-05,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
rtrvehicles.com,2015-12-10,2024-12-04,2026-12-10,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
obgynconsultantsofelpaso.com,2010-08-04,2024-06-30,2025-08-04,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,,Error
wingnut.org,1999-04-13,2024-05-28,2025-04-13,Rebel Ltd,abuse@rebel.com,https://rebel.com,,Error
luxehubconnect.com,2024-02-23,2025-01-24,2026-02-23,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
hypergleam.store,2024-08-20,2024-08-27,2025-08-20,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,Error
micheldever.co.uk,1999-02-12,2024-06-27,2026-02-12,Team Blue Internet Services UK Limited [Tag = NAMESCO],,,,Error
mattlittlewood.com,2006-02-24,2025-03-03,2026-02-24,REGISTER S.P.A.,abuse@register.it,https://register.it,,Error
dragverse.io,2022-01-15,2025-03-01,2026-01-15,Key-Systems GmbH,,,,200
phadvertising.org,2025-01-11,2025-01-16,2026-01-11,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,Error
newlifehhs.com,2004-06-17,2024-05-18,2026-06-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
carybaird.com,2013-01-11,2025-01-12,2026-01-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
fundraising.com,1995-03-03,2024-02-28,2029-03-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
bloomberg.net,1997-03-08,2025-03-05,2026-03-09,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,,Error
k.vodafone.ne.jp,,,,,,,,Error
unitedwayoc.org,1996-10-29,2023-09-05,2028-10-28,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
ydv.io,2018-01-29,2025-01-30,2026-01-29,"GoDaddy.com, LLC",,,,200
toptalentlearning.com,2016-09-04,2024-09-05,2025-09-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
zonjli.com,2010-01-18,2024-07-11,2026-01-18,"Bizcn.com,Inc.",contact@bizcn.com,https://bizcn.com,,Error
idesigneng.com,2011-12-30,2022-09-10,2026-12-30,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
kanmas.com,2002-03-05,2024-03-07,2027-03-05,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
laporteconsultants.com,2005-08-03,2025-01-20,2029-08-03,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
wayservicecenter.com,2020-11-03,2024-09-03,2025-11-03,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
stjokids.org,2020-05-13,2023-02-28,2025-05-13,TLDS L.L.C. d/b/a SRSPlus,domain.operations@web.com,https://web.com,,Error
merittrac.com,2000-07-11,2022-11-18,2028-07-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
cattjohnson.com,2025-01-17,2025-01-27,2026-01-17,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,200
tigers-i.co.uk,2010-10-30,2022-09-28,2026-10-30,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,,,Error
traininggate.com.au,,2024-09-12,,Domain Directors Pty Ltd trading as Instra,,,,200
ipcverri.edu.it,2019-10-06,2024-10-22,2025-10-06,Aruba s.p.a.,,,,200
acibuildingsystems.com,1999-01-30,2024-03-13,2027-01-30,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
createascape.biz,2017-03-13,2024-07-05,,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
co.mendocino.ca.us,2003-02-05,2024-03-21,2025-02-04,Sonic.net,,,,Error
watfordharriers.org.uk,2004-12-02,2024-08-07,2026-12-02,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,,200
sumerugroup.com,2004-03-24,2024-12-21,2026-03-24,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com,,200
school.ics.edu.hk,1999-03-24,,2027-10-01,Hong Kong Domain Name Registration Company Limited,enquiry@hkdnr.hk                       Hotline: +852 2319 1313,https://hkdnr.hk                       Hotline: +852 2319 1313,,Error
manchola.com,2006-07-19,2024-06-19,2025-07-19,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,Error
tmscl.com,2002-08-12,2023-04-12,2029-08-12,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
mrtb.com.au,,2025-03-08,,Synergy Wholesale Accreditations Pty Ltd,,,,Error
ncrepairandremodeling.com,2021-01-30,2025-01-01,2026-01-30,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,Error
lyneburton.com,2017-09-28,2023-10-16,2028-09-28,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,,200
reputationprotectiononline.com,2018-09-06,2024-05-11,2025-09-06,BigRock Solutions Ltd.,abuse@bigrock.com,https://bigrock.com,,200
teamdefinex.com,2019-05-29,2024-04-16,2026-05-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
occinc.com,1995-06-16,2024-04-16,2025-06-15,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
southerncountiesglass.co.uk,1998-10-28,2024-09-28,2025-10-28,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,,,200
oeko-zentrum.de,,2020-09-06,,,,,,200
2notesmusic.com,2011-06-14,2024-06-14,2025-06-14,Hosting Concepts B.V. d/b/a Registrar.eu,abuse@registrar.eu,https://registrar.eu,,Error
mobits.com.br,2008-02-13,2024-02-15,2026-02-13,,,,,200
sks.co.uk,2002-06-04,2024-07-18,2025-06-04,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,,200
karlmatzner.at,,2024-03-12,,"GoDaddy.com, LLC ( https://nic.at/registrar/693 )",,,,Error
granitecreek.com,2004-08-11,2022-09-03,2026-08-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
epm.co.uk,1998-06-27,2024-07-26,2025-06-27,"GoDaddy.com, LLC. [Tag = GODADDY]",,,,200
mbginc.net,2007-01-24,2023-11-24,2026-01-24,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
mldtech.com,1998-10-19,2020-05-01,2028-10-18,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
hvg.net.au,,2024-05-22,,Domain Directors Pty Ltd trading as Instra,,,,200
isigke.it,2018-08-17,2024-09-02,2025-08-17,EPAG Domainservices GmbH,,,,Error
ylenurmelasteaed.ee,,,2026-01-28,Zone Media OÜ,,,,Error
visualsoft.co.uk,1998-10-05,2024-09-05,2025-10-05,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,,,200
konga.com,2002-04-18,2023-12-18,2025-04-18,"Register.com, Inc.",domain.operations@web.com,https://web.com,,200
coloradochurch.net,2005-08-27,2024-08-28,2025-08-27,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
fieb.org.br,2000-04-26,2024-05-16,2028-03-13,,,,,Error
danieljlarkin.com,2016-10-16,2024-10-09,2025-10-16,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,,Error
javelinsecure.com,2024-04-01,2024-12-24,2028-04-01,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
mikalo.fi,2008-03-05,2017-09-09,2028-03-05,MPY Telecom Oyj,,,,200
buildingi.com,2005-06-19,2023-08-29,2025-06-19,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,,Error
bpwcgroup.net,2015-05-15,2024-05-14,2025-05-15,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,Error
techtrendcurator.com,2024-09-11,2024-09-11,2025-09-11,"Name.com, Inc.",abuse@name.com,https://name.com,,200
student.unimelb.edu.au,,2024-06-23,,Education Services Australia Limited,,,,Error
norlink.ca,2001-07-09,2024-09-02,2025-07-09,Go Get Canada Domain Registrar Ltd.,abuse@namecheap.com,https://namecheap.com,,200
itcmogri.org,2022-11-04,2024-08-21,2027-11-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
ctel.net,1997-03-25,2025-02-25,2026-03-26,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,Error
ga.sze.hu,,,,,,,,Error
jdgoodrum.com,1998-03-10,2023-10-28,2026-03-09,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,200
sierrahomehealthcare.com,2008-12-01,2023-12-02,2025-12-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
clearalign.com,2003-10-07,2023-09-22,2028-10-07,"DomainPeople, Inc.",abuse@domainpeople.com,https://domainpeople.com,,200
nauticalventures.com,2003-03-07,2025-03-07,2026-03-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
mwclg.com,2011-04-27,2024-10-23,2028-04-27,"Alibaba Cloud Computing (Beijing) Co., Ltd.",DomainAbuse@service.aliyun.com,https://service.aliyun.com,,Error
gyzw-dpfa.lernsax.de,,2020-04-09,,,,,,Error
2018gmail.com,2017-06-20,2025-01-21,2025-06-20,DYNADOT LLC,abuse@dynadot.com,https://dynadot.com,,Error
die3buchwalds.de,,2018-08-10,,,,,,Error
upacademydorchester.org,2012-10-22,2024-05-15,2025-10-22,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,,Error
abwesend.de,,2011-10-17,,,,,,Error
student.paragonisc.edu.kh,,,,,,,,200
foxtale-sporthorses.com,2003-02-11,2025-02-09,2026-02-11,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,Error
jtbassociates.com,2002-09-17,2023-10-09,2031-09-17,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
sapi.com,1997-03-24,2025-02-23,2026-03-25,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
nttdatafed.com,2012-11-12,2022-09-13,2027-11-12,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
petrocom.co.uk,2006-06-05,2024-05-06,2025-06-05,"Cloudflare, Inc. [Tag = CLOUDFLARE]",,,,Error
bkmiba.edu.in,2008-11-18,2018-09-24,2027-11-18,ERNET India,,,,200
blue-world-construction-inc.breezy-mail.com,2018-05-30,2024-03-31,2026-05-30,https://www.101domain.com/,abuse@101domain.com,https://101domain.com,,Error
i3drobotics.com,2013-06-06,2024-06-07,2025-06-06,IONOS SE,abuse@ionos.com,https://ionos.com,,200
omsbesser.com,2011-07-21,2024-06-22,2025-07-21,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,,200
smwp.net,2013-08-15,2022-10-12,2025-08-15,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
hawkfreight.com,1997-02-14,2024-12-17,2028-02-15,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
bsidemediagroup.com,2015-04-29,2024-04-30,2025-04-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
bipsync.com,2012-05-12,2024-10-03,2025-07-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
certass.co.uk,2005-05-16,2024-04-16,2025-05-16,"Namecheap, Inc. [Tag = NAMECHEAP-INC]",,,,200
gostilna-mahorcic.si,2013-02-07,,2026-02-07,"Webtasy, d.o.o.",,,,Error
passle.net,2012-08-09,2024-07-06,2025-08-09,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,,200
bside.com.mx,2001-08-09,2024-07-18,2025-08-08,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,,,200
doucetsurvey.com,2000-09-27,2024-07-29,2025-09-27,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
sparksfamilymedicine.com,2006-12-27,2024-12-28,2025-12-27,IONOS SE,abuse@ionos.com,https://ionos.com,,200
xsway.us,2025-02-11,2025-03-04,2026-02-11,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,Error
roarkrealty.co,2023-01-05,2024-12-11,2026-01-05,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,Error
gybcoaching.com,2008-05-24,2024-05-29,2025-05-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
thesheika.com,2021-07-13,2023-12-04,2025-07-13,Atak Domain,domain@apiname.com,https://apiname.com,,200
lakewoldgardens.org,2005-06-20,2024-06-24,2025-06-20,"eNom, LLC",,,,200
bainbridgeint.co.uk,1997-12-17,2024-12-16,2025-12-17,Ascio Technologies Corp. Denmark &ndash; filial af Ascio Technologies Corp. Canada [Tag = ASCIO],,,,Error
intervlgroup.com,2020-07-27,2024-07-28,2025-07-27,"Wild West Domains, LLC",abuse@wildwestdomains.com,https://wildwestdomains.com,,Error
dbran.com.br,2016-02-04,2025-02-14,2026-02-04,,,,,200
shinyrockboats.com,2022-05-12,2024-05-12,2025-05-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
aposhealth.com,2019-12-20,2024-11-28,2025-12-20,"Name.com, Inc.",abuse@name.com,https://name.com,,200
health.southalabama.edu,1998-03-06,,2027-07-31,,,,,Error
malvesflooring.com,2024-12-20,2024-12-20,2027-12-20,"HOSTINGER operations, UAB",abuse-tracker@hostinger.com,https://hostinger.com,,200
beautybarclinics.ca,2021-07-29,2023-03-22,2026-07-29,"Netfirms, LTD",cira@endurance.com,https://endurance.com,,200
chekasana.org.uk,2020-09-30,2024-09-30,2025-09-30,"GoDaddy.com, LLC. [Tag = GODADDY]",,,,200
fsgmarbach.info,2020-03-05,2025-03-03,2026-03-05,"ENOM, INC.",abuse@enom.com,https://enom.com,,Error
eshiksa.com,2013-03-02,2025-02-09,2026-03-02,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com,,Error
mariellahartmann.de,,2017-02-23,,,,,,Error
marcopropertyservices.com,2010-10-04,2024-09-19,2027-10-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
kntc.co.uk,2011-12-02,2024-04-10,2025-12-02,Easyspace Ltd [Tag = EASYSPACE],,,,Error
equitable.ventures,2021-02-10,2025-02-21,2027-02-10,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,,200
acaautomate.com,2024-01-25,2025-01-26,2026-01-25,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
hibye.world,2018-03-01,2025-03-06,2026-03-01,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com,,200
midconcarriers.com,2007-09-08,2024-09-09,2026-09-08,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
tlrmc.com,1998-11-10,2024-09-10,2025-11-09,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
fluidchemhava.com,2004-10-19,2024-10-19,2025-10-19,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com,,200
moseres.com,2012-11-07,2025-01-14,2026-11-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
domainedecala.com,2016-09-22,2024-09-23,2026-09-22,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
shereadstruth.com,2012-05-18,2023-05-19,2032-05-18,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
fic-expertise.fr,2005-06-13,2024-08-31,2025-07-10,OVH,support@ovh.net,https://ovh.net,,200
serviciosycobranzasjabl.com,2018-09-29,2024-09-19,2025-09-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
tatsen.com.tr,2010-02-23,,2026-02-21,,,,,200
perfectiongroup.com,2001-12-28,2020-12-28,2030-12-28,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
matthewpfefer.com,2007-09-29,2022-09-04,2026-09-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
kyotoengenharia.com.br,2024-10-14,2024-10-24,2026-10-14,,,,,Error
liceoartisticobari.it,2006-12-21,2025-01-06,2025-12-21,Aruba s.p.a.,,,,Error
sabratech.com,1997-02-20,2025-02-22,2026-02-21,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
asmtechport.com,2021-06-30,2023-07-01,2025-06-30,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
warriorlife.net,2003-12-08,2024-11-25,2025-12-08,DomainSpot LLC,icann-abuse-reports@tierra.net,https://tierra.net,,Error
buttercupdesigngroup.com,2006-03-13,2025-01-04,2025-03-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
nvmi.es,,,,,,,,Error
